,release_month,pl_nnotes,pl_controv_flag,elat,elon,glat,cb_flag,glon,ra,dec,ttv_flag,sy_pnum,sy_snum,release_year,pl_ndispec,pl_ntranspec,pl_nespec,st_nspec,st_nrvc,st_nphot,disc_year,sy_vmag,sy_tmag,sy_jmag,sy_hmag,sy_kmag,sy_pmra,sy_pmdec,sy_pm,sy_gaiamag,sy_bmag,st_rad,sy_dist,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_plx,st_teff,pl_orbper,sy_kepmag,st_mass,soltype_Kepler Project Candidate (q1_q12_koi),soltype_Kepler Project Candidate (q1_q16_koi),soltype_Kepler Project Candidate (q1_q17_dr24_koi),soltype_Kepler Project Candidate (q1_q17_dr25_koi),soltype_Kepler Project Candidate (q1_q8_koi),soltype_Published Candidate,soltype_Published Confirmed,disc_telescope_0.10 m Schmidt Telescope,disc_telescope_0.18 m Takahashi Epsilon Astrograph,disc_telescope_0.95 m Kepler Telescope,disc_telescope_Canon 200mm f/1.8L,disc_telescope_Canon 400mm f/2.8L,discoverymethod_Orbital Brightness Modulation,discoverymethod_Transit,discoverymethod_Transit Timing Variations,disc_instrument_2K CCD Sensor,disc_instrument_Apogee 4K CCD Sensor,disc_instrument_FLI ProLine 4K CCD Sensor,disc_instrument_Kepler CCD Array,disc_instrument_iKon-L CCD Camera,disc_facility_HATNet,disc_facility_HATSouth,disc_facility_K2,disc_facility_Kepler,disc_facility_Qatar,disc_facility_SuperWASP,disc_facility_SuperWASP-South,disc_facility_TrES,disc_locale_Ground,disc_locale_Space
28031,8,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2015,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,15.3587684,14.991,0.903,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28032,11,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2014,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,38.6519976,14.991,0.903,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28033,11,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2014,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,38.6519976,14.991,0.903,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28037,8,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2015,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,38.6519976,14.991,0.903,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28038,12,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2024,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.908,872.343,13.249,13.288,12.273,9.452,1.11832,5456.0,38.6519976,14.991,0.932,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28040,5,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2017,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.887,872.343,13.249,13.288,12.273,9.452,1.11832,5422.0,38.6520796,14.991,0.874,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28041,10,1,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2013,0,0,0,0,0,0,2016.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.88,872.343,13.249,13.288,12.273,9.452,1.11832,5696.0,38.65154,14.991,0.93,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28042,11,0,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2014,0,0,0,0,0,0,2021.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,2.418405445,14.991,0.903,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28043,5,0,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2017,0,0,0,0,0,0,2021.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.887,872.343,13.249,13.288,12.273,9.452,1.11832,5422.0,2.418406841,14.991,0.874,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28045,12,0,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2024,0,0,0,0,0,0,2021.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.908,872.343,13.249,13.288,12.273,9.452,1.11832,5456.0,2.418405445,14.991,0.932,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28046,8,0,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2015,0,0,0,0,0,0,2021.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,2.418405445,14.991,0.903,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28049,10,0,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2013,0,0,0,0,0,0,2021.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.88,872.343,13.249,13.288,12.273,9.452,1.11832,5696.0,2.4183985,14.991,0.93,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28050,11,0,0,61.05968,311.59899,8.99914,0,74.88508,295.2872318,41.2220033,0,3,1,2014,0,0,0,0,0,0,2021.0,14.882,14.5293,13.732,13.326,13.25,5.35167,10.1571,11.4807252,15.0647,16.132,0.87,872.343,13.249,13.288,12.273,9.452,1.11832,5700.0,2.418405445,14.991,0.903,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28051,12,1,0,59.24941,303.13992,10.65199,0,70.55188,290.8332412,38.1841851,0,1,1,2024,0,0,0,0,0,0,2016.0,14.221,13.4122,12.536,12.058,11.959,17.7299,-33.6257,38.013643,14.0178,15.813,0.747,369.645,11.944,12.033,11.895,9.331,2.67648,4938.0,17.27629612,14.018,0.792,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28053,10,1,0,59.24941,303.13992,10.65199,0,70.55188,290.8332412,38.1841851,0,1,1,2013,0,0,0,0,0,0,2016.0,14.221,13.4122,12.536,12.058,11.959,17.7299,-33.6257,38.013643,14.0178,15.813,0.74,369.645,11.944,12.033,11.895,9.331,2.67648,5036.0,17.2762904,14.018,0.74,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28054,8,1,0,59.24941,303.13992,10.65199,0,70.55188,290.8332412,38.1841851,0,1,1,2015,0,0,0,0,0,0,2016.0,14.221,13.4122,12.536,12.058,11.959,17.7299,-33.6257,38.013643,14.0178,15.813,0.822,369.645,11.944,12.033,11.895,9.331,2.67648,5085.0,17.27629612,14.018,0.775,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28056,11,1,0,59.24941,303.13992,10.65199,0,70.55188,290.8332412,38.1841851,0,1,1,2014,0,0,0,0,0,0,2016.0,14.221,13.4122,12.536,12.058,11.959,17.7299,-33.6257,38.013643,14.0178,15.813,0.822,369.645,11.944,12.033,11.895,9.331,2.67648,5085.0,17.27629612,14.018,0.775,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28060,5,1,0,59.24941,303.13992,10.65199,0,70.55188,290.8332412,38.1841851,0,1,1,2017,0,0,0,0,0,0,2016.0,14.221,13.4122,12.536,12.058,11.959,17.7299,-33.6257,38.013643,14.0178,15.813,0.738,369.645,11.944,12.033,11.895,9.331,2.67648,4941.0,17.27629668,14.018,0.79,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28061,11,1,0,59.24941,303.13992,10.65199,0,70.55188,290.8332412,38.1841851,0,1,1,2014,0,0,0,0,0,0,2016.0,14.221,13.4122,12.536,12.058,11.959,17.7299,-33.6257,38.013643,14.0178,15.813,0.822,369.645,11.944,12.033,11.895,9.331,2.67648,5085.0,17.27629612,14.018,0.775,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28062,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2017,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.539,311.222,12.253,12.285,12.234,9.372,3.1845,3834.0,7.203855862,15.264,0.541,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28063,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,7.203850636,15.264,0.54,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28065,3,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.523,311.222,12.253,12.285,12.234,9.372,3.1845,3903.0,7.028,15.264,0.541,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28066,8,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2015,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,7.203850636,15.264,0.54,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28070,9,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2021,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.53,311.222,12.253,12.285,12.234,9.372,3.1845,3974.0,7.2037945,15.264,0.55,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28071,2,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,7.20349407,15.264,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28075,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.6,311.222,12.253,12.285,12.234,9.372,3.1845,4079.0,7.203850636,15.264,0.63,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28077,10,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2013,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.525,311.222,12.253,12.285,12.234,9.372,3.1845,4069.0,7.203794,15.264,0.549,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28078,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,7.203850636,15.264,0.54,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28079,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2017,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.539,311.222,12.253,12.285,12.234,9.372,3.1845,3834.0,10.91274065,15.264,0.541,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28080,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.6,311.222,12.253,12.285,12.234,9.372,3.1845,4079.0,10.91274807,15.264,0.63,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28082,10,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2013,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.525,311.222,12.253,12.285,12.234,9.372,3.1845,4069.0,10.912935,15.264,0.549,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28083,9,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2021,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.53,311.222,12.253,12.285,12.234,9.372,3.1845,3974.0,10.9129343,15.264,0.55,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28084,2,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,10.91401005,15.264,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28085,3,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.523,311.222,12.253,12.285,12.234,9.372,3.1845,3903.0,10.913,15.264,0.541,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28088,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,10.91274807,15.264,0.54,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28089,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,10.91274807,15.264,0.54,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28091,8,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2015,0,2,0,0,0,0,2012.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,10.91274807,15.264,0.54,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28097,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.6,311.222,12.253,12.285,12.234,9.372,3.1845,4079.0,2.576569689,15.264,0.63,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28100,3,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.523,311.222,12.253,12.285,12.234,9.372,3.1845,3903.0,2.577,15.264,0.541,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28102,2,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,2.57653594,15.264,0.54,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28104,8,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2015,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,2.576569689,15.264,0.54,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28105,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,2.576569689,15.264,0.54,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28108,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2017,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.539,311.222,12.253,12.285,12.234,9.372,3.1845,3834.0,2.576571021,15.264,0.541,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28109,10,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2013,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.525,311.222,12.253,12.285,12.234,9.372,3.1845,4069.0,2.576555,15.264,0.549,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28110,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,2.576569689,15.264,0.54,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28111,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,18.5960431,15.264,0.54,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28112,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.6,311.222,12.253,12.285,12.234,9.372,3.1845,4079.0,18.5960431,15.264,0.63,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28113,8,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2015,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,18.5960431,15.264,0.54,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28115,5,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2017,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.539,311.222,12.253,12.285,12.234,9.372,3.1845,3834.0,18.59611518,15.264,0.541,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28116,3,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2016,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.523,311.222,12.253,12.285,12.234,9.372,3.1845,3903.0,18.596,15.264,0.541,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28118,11,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2014,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.51,311.222,12.253,12.285,12.234,9.372,3.1845,3816.0,18.5960431,15.264,0.54,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28121,10,1,0,61.21726,306.74483,10.71393,0,73.2573,292.2945208,40.5918123,1,4,1,2013,0,0,0,0,0,0,2014.0,15.655,14.3807,13.184,12.487,12.383,-7.61449,4.27856,8.7342163,15.2293,17.11,0.525,311.222,12.253,12.285,12.234,9.372,3.1845,4069.0,18.59622,15.264,0.549,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28125,10,1,0,66.42539,316.21201,11.84256,0,79.95208,295.025662,46.9559536,0,1,1,2013,0,0,0,0,0,0,2016.0,14.843,14.3999,13.819,13.502,13.469,-1.90758,-8.51092,8.7220766,14.8173,15.069,1.09,1523.0,13.507,13.556,13.261,9.602,0.628408,6409.0,3.26869482,14.879,1.16,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28131,5,1,0,66.42539,316.21201,11.84256,0,79.95208,295.025662,46.9559536,0,1,1,2017,0,0,0,0,0,0,2016.0,14.843,14.3999,13.819,13.502,13.469,-1.90758,-8.51092,8.7220766,14.8173,15.069,1.691,1523.0,13.507,13.556,13.261,9.602,0.628408,5927.0,3.268695042,14.879,1.161,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28132,8,1,0,66.42539,316.21201,11.84256,0,79.95208,295.025662,46.9559536,0,1,1,2015,0,0,0,0,0,0,2016.0,14.843,14.3999,13.819,13.502,13.469,-1.90758,-8.51092,8.7220766,14.8173,15.069,1.171,1523.0,13.507,13.556,13.261,9.602,0.628408,6418.0,3.268695154,14.879,1.241,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28133,11,1,0,66.42539,316.21201,11.84256,0,79.95208,295.025662,46.9559536,0,1,1,2014,0,0,0,0,0,0,2016.0,14.843,14.3999,13.819,13.502,13.469,-1.90758,-8.51092,8.7220766,14.8173,15.069,1.171,1523.0,13.507,13.556,13.261,9.602,0.628408,6418.0,3.268695154,14.879,1.241,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28134,11,1,0,66.42539,316.21201,11.84256,0,79.95208,295.025662,46.9559536,0,1,1,2014,0,0,0,0,0,0,2016.0,14.843,14.3999,13.819,13.502,13.469,-1.90758,-8.51092,8.7220766,14.8173,15.069,1.171,1523.0,13.507,13.556,13.261,9.602,0.628408,6418.0,3.268695154,14.879,1.241,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28135,10,1,0,64.02727,299.80197,14.96283,0,73.21539,287.1305782,42.3501533,0,1,1,2013,0,0,0,0,0,0,2016.0,14.178,13.4584,12.746,12.426,12.354,-4.24802,-3.62665,5.5855406,13.9616,14.754,1.17,630.785,12.312,12.375,12.17,9.025,1.55653,5541.0,4.2253846,14.014,1.047,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28136,11,1,0,64.02727,299.80197,14.96283,0,73.21539,287.1305782,42.3501533,0,1,1,2014,0,0,0,0,0,0,2016.0,14.178,13.4584,12.746,12.426,12.354,-4.24802,-3.62665,5.5855406,13.9616,14.754,1.055,630.785,12.312,12.375,12.17,9.025,1.55653,5649.0,4.225384512,14.014,1.071,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
