,release_month,sy_snum,sy_pnum,cb_flag,ttv_flag,pl_nnotes,elon,elat,glon,glat,dec,ra,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,release_year,st_nphot,st_nrvc,pl_controv_flag,disc_year,sy_tmag,sy_kmag,sy_jmag,sy_hmag,sy_vmag,sy_pm,sy_pmdec,sy_pmra,pl_orbper,sy_gaiamag,st_rad,sy_bmag,sy_dist,st_teff,sy_w2mag,sy_w1mag,sy_w3mag,sy_w4mag,sy_plx,st_logg,st_mass,soltype_Kepler Project Candidate (q1_q17_dr25_koi),soltype_Published Confirmed,pl_tsystemref_BJD,pl_tsystemref_BJD-TDB,pl_tsystemref_BJD-UTC,pl_tsystemref_HJD,pl_tsystemref_JD,log radius
7888,5,1,2,0,0,1,296.8052,70.86499,78.24401,19.96859,48.6264015,282.9249847,0,0,0,0,2016,0,0,0,2016.0,12.6439,11.717,12.042,11.753,13.198,4.2743674,4.04059,1.39422,15.3787546,13.0723,1.13,13.86,490.488,6010.0,11.705,11.678,11.714,9.243,2.00993,4.37,1.09,False,True,False,False,False,False,True,0.2041199826559248
7899,5,1,2,0,0,1,296.8052,70.86499,78.24401,19.96859,48.6264015,282.9249847,0,0,0,0,2016,0,0,0,2016.0,12.6439,11.717,12.042,11.753,13.198,4.2743674,4.04059,1.39422,21.1284569,13.0723,1.13,13.86,490.488,6010.0,11.705,11.678,11.714,9.243,2.00993,4.37,1.09,False,True,False,False,False,False,True,0.17026171539495738
7912,5,1,1,0,0,1,311.17923,60.79076,74.55033,8.93139,40.8988186,295.1581062,0,0,0,0,2016,0,0,0,2016.0,12.7667,12.01,12.221,11.993,13.212,6.2998912,-6.12455,1.47598,25.96200249,13.1159,1.73,12.877,829.343,6675.0,11.994,11.949,12.218,9.204001,1.17705,4.12,1.43,False,True,False,False,False,False,True,0.5314789170422551
7924,5,1,2,0,0,1,316.33249,66.01318,79.73343,11.487,46.6022134,295.34273,0,0,0,0,2016,0,0,0,2016.0,14.3767,13.305,13.727,13.393,14.932,4.5678627,-4.53666,-0.532997,34.8538276,14.8614,1.03,15.827,943.444,5888.0,13.33,13.293,12.563,9.627,1.03137,4.42,1.03,False,True,False,False,False,False,True,0.46686762035410945
7928,5,1,2,0,0,0,316.33249,66.01318,79.73343,11.487,46.6022134,295.34273,0,0,0,0,2017,0,0,0,2023.0,14.3767,13.305,13.727,13.393,14.932,4.5678627,-4.53666,-0.532997,180.921729,14.8614,0.848,15.827,943.444,5818.0,13.33,13.293,12.563,9.627,1.03137,4.554,0.937,True,False,True,False,False,False,False,0.36172783601759284
7939,5,1,1,0,1,1,304.53653,60.02418,71.61836,10.66077,39.1273664,291.4186349,0,0,0,0,2016,0,0,0,2016.0,12.4452,10.585,11.334,10.736,13.576,7.4313548,-7.36931,-0.958282,2.414351654,13.2088,0.69,14.972,151.129,4529.0,10.583,10.537,10.66,9.391,6.58796,4.63,0.74,False,True,False,False,False,False,True,-0.00877392430750515
7943,5,1,1,0,0,1,306.98354,65.37166,76.35333,13.56194,44.5563604,290.6011085,0,0,0,0,2016,0,0,0,2016.0,13.639,12.693,13.007,12.762,14.143,9.8007537,-7.73809,-6.01471,4.30655689,14.085,1.34,15.09,1090.51,6209.0,12.712,12.677,12.306,9.475,0.888327,4.26,1.22,False,True,False,False,False,False,True,0.41995574848975786
7960,5,1,1,0,0,1,307.1056,65.75318,76.66971,13.79347,44.932541,290.4867838,0,0,0,0,2016,0,0,0,2016.0,12.6031,11.569,11.956,11.628,13.194,11.6427277,-11.6178,-0.761466,2.295036233,13.0728,0.94,14.079,389.397,5723.0,11.546,11.518,11.495,9.317,2.53923,4.49,0.98,False,True,False,False,False,False,True,0.08990511143939793
7968,5,1,1,0,0,1,322.85529,65.01247,81.40572,9.12162,46.8992561,299.5259832,0,0,0,0,2016,0,0,0,2016.0,14.0208,12.827,13.242,12.895,14.772,1.456651,0.318385,-1.42143,27.495606,14.5601,1.2,15.426,982.51,6127.0,12.847,12.826,12.785,9.552,0.989342,4.33,1.12,False,True,False,False,False,False,True,0.47856649559384334
7979,5,1,1,0,0,1,314.96384,60.78236,75.97794,7.74149,41.5580816,297.4521311,0,0,0,0,2016,0,0,0,2016.0,15.0859,13.924,14.336,13.977,15.825,10.7249649,-10.0705,-3.68916,14.08827448,15.6076,1.1,16.406,1201.82,5987.0,14.022,13.807,13.113,9.557,0.804672,4.38,1.07,False,True,False,False,False,False,True,0.5263392773898441
8000,5,1,1,0,0,1,302.74324,62.97734,73.25895,13.28303,41.7064385,289.2202147,0,0,0,0,2016,0,0,0,2016.0,14.868,13.351,13.993,13.427,15.785,6.6273246,-6.49549,1.31531,3.764191048,15.4894,0.72,16.236,713.167,4906.0,13.439,13.41,12.722,9.463,1.37405,4.61,0.75,False,True,False,False,False,False,True,0.23804610312879543
8011,10,1,4,0,0,1,322.13021,62.30428,79.67079,7.00333,44.3375497,300.864006,0,0,0,0,2016,0,0,0,2014.0,12.4022,11.431,11.752,11.494,12.923,7.9713499,-0.761017,7.93494,6.16486,12.8391,1.04,13.592,444.322,5858.0,11.414,11.366,11.243,9.187,2.22233,4.407,1.0,False,True,True,False,False,False,False,-0.08618614761628333
8017,5,1,4,0,0,1,322.13021,62.30428,79.67079,7.00333,44.3375497,300.864006,0,0,0,0,2014,0,0,0,2014.0,12.4022,11.431,11.752,11.494,12.923,7.9713499,-0.761017,7.93494,13.5708,12.8391,1.04,13.592,444.322,5858.0,11.414,11.366,11.243,9.187,2.22233,4.407,1.0,False,True,True,False,False,False,False,0.3979400086720376
8028,10,1,4,0,0,1,322.13021,62.30428,79.67079,7.00333,44.3375497,300.864006,0,0,0,0,2016,0,0,0,2014.0,12.4022,11.431,11.752,11.494,12.923,7.9713499,-0.761017,7.93494,23.9802,12.8391,1.04,13.592,444.322,5858.0,11.414,11.366,11.243,9.187,2.22233,4.407,1.0,False,True,True,False,False,False,False,-0.022276394711152257
8049,5,1,4,0,0,1,322.13021,62.30428,79.67079,7.00333,44.3375497,300.864006,0,0,0,0,2014,0,0,0,2014.0,12.4022,11.431,11.752,11.494,12.923,7.9713499,-0.761017,7.93494,43.8445,12.8391,1.04,13.592,444.322,5858.0,11.414,11.366,11.243,9.187,2.22233,4.407,1.0,False,True,True,False,False,False,False,0.4082399653118496
8058,5,1,1,0,0,1,296.54973,61.60104,70.29069,14.65459,39.6309204,286.0252285,0,0,0,0,2016,0,0,0,2016.0,14.1317,12.964,13.436,13.088,14.827,4.9038639,-1.7253,4.59034,46.8779367,14.6366,0.99,15.662,946.565,5797.0,12.799,12.768,12.525,9.223,1.02789,4.44,0.99,False,True,False,False,False,False,True,0.37657695705651195
8067,5,1,1,0,0,1,322.07726,69.01887,83.34317,12.66062,50.2752091,296.2300306,0,0,0,0,2016,0,0,0,2016.0,12.8066,11.934,12.21,11.98,13.319,3.8547435,0.441644,3.82936,2.757982666,13.2037,1.07,13.677,543.375,6067.0,11.926,11.902,11.937,9.534,1.81152,4.42,1.09,False,True,False,False,False,False,True,0.2966651902615311
8081,5,1,1,0,0,1,293.89451,63.51225,71.17442,16.75809,41.221594,283.8994187,0,0,0,0,2016,0,0,0,2016.0,14.0665,12.333,13.025,12.444,15.095,2.3646029,-1.63451,1.70872,9.30412078,14.8053,0.7,16.521,397.455,4597.0,12.205,12.162,12.187,8.876,2.48732,4.62,0.75,False,True,False,False,False,False,True,0.24551266781414982
8102,5,1,2,0,0,1,308.84564,58.96823,72.4343,8.36975,38.7904648,294.511319,0,0,0,0,2016,0,0,0,2016.0,14.9595,13.671,14.178,13.802,15.744,2.4197865,-2.38866,-0.386872,3.609308907,15.5016,0.93,15.002,1122.48,5635.0,13.794,13.644,12.856,9.429,0.863893,4.49,0.94,False,True,False,False,False,False,True,0.5717088318086876
8112,5,1,2,0,0,1,308.84564,58.96823,72.4343,8.36975,38.7904648,294.511319,0,0,0,0,2016,0,0,0,2016.0,14.9595,13.671,14.178,13.802,15.744,2.4197865,-2.38866,-0.386872,2.37030743,15.5016,0.93,15.002,1122.48,5635.0,13.794,13.644,12.856,9.429,0.863893,4.49,0.94,False,True,False,False,False,False,True,0.2041199826559248
8123,5,1,1,0,0,1,321.47691,64.86671,80.82802,9.31381,46.5022325,298.866621,0,0,0,0,2016,0,0,0,2016.0,12.5183,11.362,11.783,11.403,13.115,9.5176425,-0.0771225,9.51733,1.931559839,13.0239,0.98,14.042,344.251,5762.0,11.405,11.344,11.38,9.564,2.87613,4.45,0.98,False,True,False,False,False,False,True,0.37291200297010657
8128,5,1,2,0,0,1,298.62283,66.96543,75.31275,17.15588,45.0490265,285.3873706,0,0,0,0,2016,0,0,0,2016.0,13.7729,12.656,13.105,12.778,14.395,8.9577147,-5.79982,-6.82662,0.762129261,14.2726,0.93,14.972,667.693,5592.0,12.638,12.575,12.527,9.261,1.46897,4.49,0.95,False,True,False,False,False,False,True,-0.09691001300805639
8146,5,1,1,0,0,1,315.04794,66.01978,79.31892,11.81541,46.3923173,294.6481708,0,0,0,0,2016,0,0,0,2016.0,15.3229,14.161,14.638,14.319,16.096,9.1817533,-9.17336,-0.392504,16.92344113,15.8316,1.01,16.104,1473.61,5806.0,14.019,14.001,12.861,9.289,0.650755,4.43,1.01,False,True,False,False,False,False,True,0.5599066250361125
8166,5,1,1,0,0,1,310.77723,68.4781,79.68402,14.75417,47.9889097,290.9792378,0,0,0,0,2016,0,0,0,2016.0,12.618,11.538,11.945,11.628,13.234,25.4006536,-20.7979,-14.5822,23.8990296,13.098,0.98,14.157,695.967,5722.0,11.563,11.507,11.419,9.473,1.40799,4.46,0.99,False,True,False,False,False,False,True,0.2041199826559248
8232,5,1,1,0,0,1,315.97832,69.0816,81.56379,13.98632,49.316541,293.1953923,0,0,0,0,2016,0,0,0,2016.0,13.5241,12.681,12.956,12.701,14.133,4.1105946,1.61148,3.78155,6.2216147,13.913,1.32,14.666,939.001,6261.0,12.562,12.543,12.614,9.736,1.03612,4.27,1.21,False,True,False,False,False,False,True,0.23804610312879543
8237,5,1,1,0,0,1,311.48049,65.40082,77.7651,12.29145,45.2487472,293.0579794,0,0,0,0,2016,0,0,0,2016.0,15.234,13.775,14.371,13.97,15.881,9.9155918,-9.58644,-2.5336,6.1799844,15.8291,0.81,16.525,1042.27,5215.0,13.697,13.677,12.949,9.328,0.932442,4.56,0.86,False,True,False,False,False,False,True,0.37657695705651195
8256,5,1,1,0,0,1,310.86672,66.6674,78.44582,13.39866,46.3289723,292.0443891,0,0,0,0,2016,0,0,0,2016.0,13.4318,12.566,12.852,12.604,13.972,9.3299576,-9.29708,-0.782568,1.569066502,13.842,1.32,14.662,982.716,6199.0,12.53,12.458,12.367,8.946,0.988814,4.27,1.2,False,True,False,False,False,False,True,0.19865708695442263
8264,5,1,3,0,0,1,307.99306,58.52804,71.80378,8.35401,38.2330886,294.1527259,0,0,0,0,2016,0,0,0,2016.0,14.032,12.924,13.332,12.957,14.749,12.1185724,11.1608,4.7219,8.67888593,14.5317,1.0,15.405,809.897,5792.0,12.912,12.834,12.3,8.953,1.20622,4.44,1.0,False,True,False,False,False,False,True,0.36172783601759284
8268,5,1,3,0,0,1,307.99306,58.52804,71.80378,8.35401,38.2330886,294.1527259,0,0,0,0,2016,0,0,0,2016.0,14.032,12.924,13.332,12.957,14.749,12.1185724,11.1608,4.7219,4.02582254,14.5317,1.0,15.405,809.897,5792.0,12.912,12.834,12.3,8.953,1.20622,4.44,1.0,False,True,False,False,False,False,True,0.21484384804769785
8286,5,1,1,0,0,1,297.86367,68.29605,76.25233,18.18179,46.2526781,284.4766869,0,0,0,0,2016,0,0,0,2016.0,14.0642,12.073,12.876,12.211,15.599,30.0793037,23.4963,18.78,5.94566534,15.0056,0.57,17.28,250.817,4002.0,11.958,11.951,11.949,8.896,3.95819,4.7,0.6,False,True,False,False,False,False,True,0.09691001300805642
8298,5,1,1,0,0,1,304.26357,68.83588,78.22874,16.69848,47.4691157,287.5011404,0,0,0,0,2016,0,0,0,2016.0,14.429,12.415,13.217,12.555,15.909,27.1446442,-26.9758,-3.0229,1.52372816,15.3697,0.54,17.931,291.275,3959.0,12.375,12.342,12.197,9.309,3.40576,4.72,0.56,False,True,False,False,False,False,True,0.15228834438305647
8309,5,1,1,0,0,1,305.95187,63.10554,74.36726,12.30128,42.2678448,291.0336333,0,0,0,0,2016,0,0,0,2016.0,14.5244,13.496,13.83,13.481,14.923,4.3215987,-4.26176,-0.716671,34.3511874,14.9984,1.02,15.815,1101.42,5816.0,13.515,13.491,12.96,9.126,0.879493,4.43,1.02,False,True,False,False,False,False,True,0.4424797690644485
8322,5,1,1,0,0,1,309.86364,63.31372,75.80288,11.21701,43.0500379,293.2005664,0,0,0,0,2016,0,0,0,2016.0,15.0868,13.932,14.398,14.024,15.703,0.4713451,-0.397768,-0.252877,3.00725242,15.6075,0.92,16.487,2481.71,5612.0,13.924,13.859,12.825,9.027,0.374134,4.49,0.94,False,True,False,False,False,False,True,0.2787536009528289
8364,5,1,1,0,0,1,321.00281,67.98873,82.42453,12.0197,49.1828952,296.4644914,0,0,0,0,2016,0,0,0,2016.0,13.0301,12.176,12.448,12.215,13.486,2.8398099,-2.4154,-1.49344,77.2548396,13.4086,1.16,14.143,1382.82,5956.0,12.149,12.128,12.357,9.507,0.694369,4.35,1.1,False,True,False,False,False,False,True,0.5158738437116791
8374,5,1,1,0,0,1,302.85083,62.55691,72.96906,12.96763,41.3179652,289.444752,0,0,0,0,2016,0,0,0,2016.0,13.1644,11.907,12.388,11.989,13.827,56.6520855,44.9836,34.4374,3.856918547,13.7114,0.84,14.792,420.215,5345.0,11.631,11.649,11.878,9.39,2.3509,4.54,0.88,False,True,False,False,False,False,True,0.004321373782642578
8387,5,1,1,0,0,1,310.99245,71.2924,81.73423,16.76238,50.5984489,289.3586737,0,0,0,0,2016,0,0,0,2016.0,12.9171,11.97,12.331,11.988,13.444,9.2360172,-8.48862,-3.63969,1.543206604,13.3417,1.14,13.745,739.557,5923.0,11.976,11.921,12.092,9.58,1.32332,4.33,1.03,False,True,False,False,False,False,True,0.04921802267018165
8393,5,1,1,0,0,1,294.79414,67.50785,74.87448,18.67704,45.198336,283.1618831,0,0,0,0,2016,0,0,0,2016.0,15.2485,13.815,14.386,13.932,16.103,6.8211877,5.95237,-3.33135,33.4177993,15.8498,0.77,17.121,902.633,5049.0,13.826,13.791,12.906,9.533,1.07961,4.58,0.81,False,True,False,False,False,False,True,0.5263392773898441
8403,5,1,1,0,0,1,309.56572,68.94531,79.68526,15.39583,48.251146,290.1019809,0,0,0,0,2016,0,0,0,2016.0,11.7648,10.836,11.178,10.904,12.015,2.9016195,2.76677,0.874288,2.05333679,12.1577,1.28,13.119,405.533,6113.0,10.825,10.794,10.662,9.737001,2.43758,4.27,1.12,False,True,False,False,False,False,True,0.045322978786657475
8413,5,1,2,0,0,1,303.06949,67.58392,76.9416,16.20868,46.1411685,287.4776359,0,0,0,0,2016,0,0,0,2016.0,14.8004,13.891,14.2,13.914,15.273,0.1586386,0.0303976,0.155699,219.3217528,15.2469,1.14,16.118,1364.53,6000.0,13.886,13.858,13.017,8.994,0.704126,4.37,1.11,False,True,False,False,False,False,True,0.8585371975696391
8430,5,2,2,0,0,2,315.43131,65.34776,79.01712,11.19167,45.8429537,295.251187,0,0,0,0,2016,0,0,0,2016.0,14.7736,12.941,13.691,13.067,16.002,5.0000712,-3.45678,3.61267,18.78425728,15.5551,0.66,16.901,466.084,4350.0,12.912,12.866,12.679,9.711,2.11736,4.65,0.7,False,True,False,False,False,False,True,0.3873898263387294
8442,5,2,2,0,0,2,315.43131,65.34776,79.01712,11.19167,45.8429537,295.251187,0,0,0,0,2016,0,0,0,2016.0,14.7736,12.941,13.691,13.067,16.002,5.0000712,-3.45678,3.61267,161.5163345,15.5551,0.66,16.901,466.084,4350.0,12.912,12.866,12.679,9.711,2.11736,4.65,0.7,False,True,False,False,False,False,True,0.46834733041215726
8446,5,1,1,0,0,1,315.17395,65.57342,79.07509,11.4348,46.0056741,294.9789253,0,0,0,0,2016,0,0,0,2016.0,12.3778,11.213,11.66,11.312,12.973,15.1858033,5.03758,14.3259,0.693842855,12.9007,0.94,13.878,362.623,5589.0,11.209,11.143,11.2,9.558,2.72911,4.48,0.96,False,True,False,False,False,False,True,-0.21467016498923297
8456,5,1,1,0,0,1,290.53269,65.06757,71.73068,18.82283,42.4504087,281.5614578,0,0,0,0,2016,0,0,0,2016.0,11.3685,10.476,10.779,10.478,11.472,19.5913041,-19.5844,-0.520072,23.12748644,11.778,1.08,12.067,280.629,5975.0,10.475,10.441,10.506,8.866,3.53461,4.4,1.08,False,True,False,False,False,False,True,0.15228834438305647
8466,5,1,1,0,0,1,312.30758,69.54977,80.84977,15.17883,49.1901729,291.0926509,0,0,0,0,2016,0,0,0,2016.0,14.5393,12.386,13.255,12.627,16.233,28.6411651,24.0075,-15.6191,5.132485618,15.5982,0.49,18.605,259.328,3753.0,12.143,12.115,11.858,9.275,3.82772,4.76,0.52,False,True,False,False,False,False,True,0.2624510897304295
8514,5,1,2,0,0,1,314.82092,64.02453,77.96982,10.31965,44.5258237,295.6629002,0,0,0,0,2016,0,0,0,2016.0,14.4177,13.07,13.596,13.148,15.31,4.0125301,1.79459,3.58885,198.680179,14.9963,0.82,16.241,858.77,5321.0,13.119,13.056,12.056,9.656,1.13711,4.55,0.86,False,True,False,False,False,False,True,0.3521825181113625
8532,5,1,1,0,0,1,320.01549,62.03608,78.69106,7.32198,43.6707235,299.7854426,0,0,0,0,2016,0,0,0,2016.0,14.1958,13.059,13.467,13.09,14.874,6.4675035,-6.29446,-1.48606,1.434741564,14.7151,1.03,15.741,914.299,5851.0,13.033,12.967,12.794,9.106,1.06542,4.42,1.01,False,True,False,False,False,False,True,0.1643528557844371
8541,5,1,1,0,0,1,320.46468,65.76474,80.97663,10.29547,47.1126833,297.7232008,0,0,0,0,2016,0,0,0,2016.0,14.154,13.076,13.499,13.15,14.659,10.7252859,8.1328,6.99209,58.6017925,14.6163,1.0,15.378,981.233,5862.0,13.057,13.038,12.853,8.864,0.990559,4.44,0.99,False,True,False,False,False,False,True,0.3159703454569177
8552,5,1,2,0,0,1,295.7648,63.5257,71.68221,16.08105,41.4202077,284.9780251,0,0,0,0,2016,0,0,0,2016.0,13.4199,12.484,12.807,12.491,13.781,6.3046433,3.87216,4.97543,25.0824626,13.8084,1.2,14.306,1072.88,6166.0,12.274,12.204,12.095,9.276,0.90334,4.33,1.13,False,True,False,False,False,False,True,0.290034611362518
8559,5,1,2,0,0,1,295.7648,63.5257,71.68221,16.08105,41.4202077,284.9780251,0,0,0,0,2016,0,0,0,2016.0,13.4199,12.484,12.807,12.491,13.781,6.3046433,3.87216,4.97543,89.722292,13.8084,1.2,14.306,1072.88,6166.0,12.274,12.204,12.095,9.276,0.90334,4.33,1.13,False,True,False,False,False,False,True,0.292256071356476
8563,5,1,1,0,0,1,305.34006,59.00021,71.15265,9.6585,38.2669983,292.3012109,0,0,0,0,2016,0,0,0,2016.0,14.5067,13.542,13.843,13.538,15.318,9.7424147,-5.45393,-8.07275,78.1000231,14.9607,1.21,15.423,1291.01,6112.0,13.563,13.488,13.007,9.166,0.747234,4.33,1.14,False,True,False,False,False,False,True,0.5024271199844327
8578,5,1,1,0,0,1,308.71485,61.71356,74.29503,10.41212,41.3650155,293.2624215,0,0,0,0,2016,0,0,0,2016.0,14.0564,12.899,13.332,12.949,14.597,17.2030806,-14.13,-9.8127,4.27103091,14.5261,0.92,15.446,792.522,5658.0,12.636,12.594,12.516,9.239,1.23319,4.48,0.94,False,True,False,False,False,False,True,0.08278537031645007
8583,5,1,1,0,0,1,314.72419,65.61611,78.95465,11.58456,45.9695533,294.7094688,0,0,0,0,2016,0,0,0,2016.0,14.2802,12.384,13.175,12.561,15.438,19.3334858,12.9246,14.3784,2.892217506,15.0615,0.63,15.923,377.976,4306.0,12.325,12.23,12.117,9.654,2.6172,4.66,0.66,False,True,False,False,False,False,True,0.09342168516223508
8591,5,1,1,0,1,1,290.65484,65.20633,71.88436,18.84996,42.5963949,281.5941261,0,0,0,0,2016,0,0,0,2016.0,14.6412,13.252,13.838,13.404,15.652,3.1045661,-2.65594,-1.60758,187.747029,15.2071,0.79,16.001,719.802,5211.0,13.351,13.292,12.536,9.457,1.36077,4.57,0.82,False,True,False,False,False,False,True,0.5132176000679389
8600,5,1,1,0,0,1,313.47004,62.87514,76.75649,9.81139,43.2326992,295.502673,0,0,0,0,2016,0,0,0,2016.0,14.2291,13.07,13.479,13.101,14.886,18.8459896,-18.718,-2.19267,2.543072855,14.7332,0.99,15.691,1049.19,5794.0,13.17,13.059,11.963,9.477,0.924665,4.45,0.99,False,True,False,False,False,False,True,0.11394335230683679
8612,5,1,1,0,0,1,307.24737,69.30356,79.34112,16.23311,48.2771163,288.7499866,0,0,0,0,2016,0,0,0,2016.0,14.6698,13.697,14.097,13.728,15.137,13.2127615,-12.9102,-2.81137,2.168452593,15.1336,1.0,16.335,1022.8,5837.0,13.708,13.642,13.01,9.107,0.949177,4.45,1.01,False,True,False,False,False,False,True,0.4517864355242902
8634,5,1,6,0,1,1,314.75543,61.2022,76.1613,8.13328,41.9091092,297.1150949,0,0,0,0,2014,0,0,0,2010.0,13.2366,12.18,12.548,12.237,13.817,7.0692817,-7.06918,-0.0379221,10.3039,13.7062,1.065,14.635,646.346,5663.0,12.125,12.053,12.119,9.444,1.51841,4.366,0.961,False,True,False,False,False,False,True,0.25527250510330607
8644,5,1,6,0,1,1,314.75543,61.2022,76.1613,8.13328,41.9091092,297.1150949,0,0,0,0,2014,0,0,0,2010.0,13.2366,12.18,12.548,12.237,13.817,7.0692817,-7.06918,-0.0379221,13.0241,13.7062,1.065,14.635,646.346,5663.0,12.125,12.053,12.119,9.444,1.51841,4.366,0.961,False,True,False,False,False,False,True,0.4578818967339924
8656,5,1,6,0,1,1,314.75543,61.2022,76.1613,8.13328,41.9091092,297.1150949,0,0,0,0,2014,0,0,0,2010.0,13.2366,12.18,12.548,12.237,13.817,7.0692817,-7.06918,-0.0379221,22.6845,13.7062,1.065,14.635,646.346,5663.0,12.125,12.053,12.119,9.444,1.51841,4.366,0.961,False,True,False,False,False,False,True,0.4941545940184428
8687,5,1,6,0,1,1,314.75543,61.2022,76.1613,8.13328,41.9091092,297.1150949,0,0,2,0,2014,0,0,0,2010.0,13.2366,12.18,12.548,12.237,13.817,7.0692817,-7.06918,-0.0379221,31.9996,13.7062,1.065,14.635,646.346,5663.0,12.125,12.053,12.119,9.444,1.51841,4.366,0.961,False,True,False,False,False,False,True,0.6222140229662954
8696,5,1,6,0,1,1,314.75543,61.2022,76.1613,8.13328,41.9091092,297.1150949,0,0,0,0,2014,0,0,0,2010.0,13.2366,12.18,12.548,12.237,13.817,7.0692817,-7.06918,-0.0379221,46.6888,13.7062,1.065,14.635,646.346,5663.0,12.125,12.053,12.119,9.444,1.51841,4.366,0.961,False,True,False,False,False,False,True,0.3961993470957364
8708,5,1,6,0,1,1,314.75543,61.2022,76.1613,8.13328,41.9091092,297.1150949,0,0,0,0,2014,0,0,0,2010.0,13.2366,12.18,12.548,12.237,13.817,7.0692817,-7.06918,-0.0379221,118.3807,13.7062,1.065,14.635,646.346,5663.0,12.125,12.053,12.119,9.444,1.51841,4.366,0.961,False,True,False,False,False,False,True,0.5224442335063199
8749,5,1,1,0,0,1,308.62678,64.62101,76.31734,12.53992,44.0873907,291.8713535,0,0,0,0,2016,0,0,0,2016.0,13.3971,12.456,12.761,12.493,13.952,3.321223,1.54411,2.94045,6.42200058,13.8225,1.34,14.762,693.618,6247.0,12.44,12.409,12.679,9.228,1.41297,4.26,1.21,False,True,False,False,False,False,True,0.24303804868629444
8760,5,1,1,0,0,1,314.22065,65.38167,78.63822,11.53493,45.6711623,294.5693544,0,0,0,0,2016,0,0,0,2016.0,14.5657,13.314,13.793,13.422,15.156,19.4864918,-19.4307,-1.47352,81.3151059,15.0958,0.91,15.915,742.473,5614.0,13.315,13.279,12.588,9.453,1.31846,4.5,0.94,False,True,False,False,False,False,True,0.3926969532596658
8768,5,1,1,0,0,1,293.25342,70.59299,77.31999,20.8037,48.0664955,281.3225917,0,0,0,0,2016,0,0,0,2016.0,14.4697,13.381,13.838,13.48,14.928,6.1932858,-2.54395,5.64669,51.3285623,14.9224,0.94,16.027,1246.05,5724.0,13.475,13.426,12.655,9.298,0.773735,4.48,0.96,False,True,False,False,False,False,True,0.42488163663106704
8785,5,1,1,0,0,1,306.03299,70.72441,80.12419,17.50958,49.4524247,287.3821348,0,0,0,0,2016,0,0,0,2016.0,13.6673,12.731,13.094,12.782,14.294,7.1529434,6.8375,2.10076,19.79191978,14.0732,1.15,15.457,1331.92,6092.0,12.75,12.742,12.269,9.557,0.72188,4.36,1.11,False,True,False,False,False,False,True,0.35602585719312274
8788,5,1,1,0,0,1,318.05913,68.724,81.9511,13.24667,49.3309789,294.4685197,0,0,0,0,2016,0,0,0,2016.0,11.728,10.971,11.215,11.012,12.125,10.6963443,-10.667,-0.791765,5.03728015,12.0831,1.41,12.727,530.658,6417.0,10.963,10.92,11.006,9.24,1.85697,4.25,1.3,False,True,False,False,False,False,True,0.08990511143939793
8799,5,1,1,0,0,1,289.76033,65.13367,71.6163,19.13655,42.4549698,281.1117588,0,0,0,0,2016,0,0,0,2016.0,14.3245,12.371,13.147,12.513,15.315,11.8989702,11.814,-1.41947,4.421572182,15.1422,0.68,16.382,318.004,4299.0,12.193,12.164,11.91,9.476,3.11593,4.62,0.71,False,True,False,False,False,False,True,0.30319605742048883
8807,5,1,1,0,0,1,307.4594,64.77562,76.06353,12.99985,44.0624715,291.1451576,0,0,0,0,2016,0,0,0,2016.0,14.198,13.234,13.6,13.293,14.863,15.4302013,-14.8911,-4.04305,1.252752174,14.6276,1.17,15.628,1090.7,6104.0,13.237,13.213,12.685,9.270001,0.888221,4.35,1.11,False,True,False,False,False,False,True,0.21748394421390627
8821,5,1,1,0,0,1,303.996,60.12046,71.50234,10.92346,39.141674,291.049934,0,0,0,0,2016,0,0,0,2016.0,13.5378,12.152,12.683,12.24,14.315,6.7335247,5.6431,3.67366,0.571038518,14.1282,0.82,15.421,428.798,5268.0,12.207,12.126,12.359,9.396,2.30347,4.55,0.86,False,True,False,False,False,False,True,0.12710479836480765
8832,5,1,1,0,0,1,316.77166,65.25055,79.40716,10.7715,45.98514,296.0422962,0,0,0,0,2016,0,0,0,2016.0,14.3925,13.172,13.686,13.262,15.132,7.3257882,-3.28883,-6.54605,4.51005748,14.9192,0.84,15.335,767.701,5406.0,13.218,13.188,12.795,9.068,1.27418,4.54,0.88,False,True,False,False,False,False,True,0.1643528557844371
8841,5,1,1,0,0,1,305.03329,60.22994,71.94353,10.62298,39.3966122,291.6462654,0,0,0,0,2016,0,0,0,2016.0,13.7535,12.707,13.055,12.718,14.405,6.309453,-3.8238,5.01874,37.6467384,14.2665,1.06,14.982,685.087,5893.0,12.628,12.581,12.497,8.824,1.43113,4.41,1.05,False,True,False,False,False,False,True,0.34044411484011833
8862,9,1,2,0,1,1,308.77541,65.23858,76.80348,12.94056,44.6882613,291.653163,0,0,0,0,2024,0,0,0,2014.0,12.9937,12.11,12.412,12.111,13.543,3.8274465,-3.65441,-1.13782,224.77833,13.4192,1.145,14.341,657.223,5914.0,12.095,12.04,12.202,9.055,1.49272,4.369,1.118,False,True,False,True,False,False,False,0.8502831995176994
